"study_site","p_years_miss","p_years_pres","no_records","country","no_species","no_genus","p_spec","p_gen","p_cors"
"Norway_111000067",77.4,22.6,190,"Norway",19,17,56.8421052631579,12.6315789473684,30.5263157894737
"Norway_111000068",77.4,22.6,175,"Norway",17,15,54.2857142857143,12.5714285714286,33.1428571428571
"Norway_111000069",77.4,22.6,176,"Norway",17,16,51.1363636363636,14.7727272727273,34.0909090909091
"Portugal_115000001",49.1,50.9,585,"Portugal",13,41,16.4102564102564,34.5299145299145,49.0598290598291
"Portugal_115000002",49.1,50.9,548,"Portugal",12,37,15.1459854014599,33.2116788321168,51.6423357664234
"Spain_103000031",83,17,176,"Spain",1,3,0,5.11363636363636,94.8863636363636
"Spain_103000046",84.9,15.1,194,"Spain",2,5,1.03092783505155,5.67010309278351,93.298969072165
"Spain_103000056",84.9,15.1,238,"Spain",1,1,0,0,100
"Spain_103000058",84.9,15.1,259,"Spain",1,1,0,0,100
"Spain_103000059",84.9,15.1,227,"Spain",1,2,0,1.3215859030837,98.6784140969163
"Spain_103000060",84.9,15.1,236,"Spain",1,1,0,0,100
"Spain_103000061",83,17,311,"Spain",1,2,0,0.321543408360129,99.6784565916399
"Spain_103000064",84.9,15.1,253,"Spain",1,2,0,2.37154150197628,97.6284584980237
"Spain_103000070",84.9,15.1,208,"Spain",1,4,0,8.65384615384615,91.3461538461538
"Spain_103000075",84.9,15.1,117,"Spain",1,3,0,3.41880341880342,96.5811965811966
"Spain_103000078",83,17,225,"Spain",1,5,0,5.77777777777778,94.2222222222222
"Spain_103000079",83,17,181,"Spain",1,6,0,8.83977900552486,91.1602209944751
"Spain_103000082",83,17,196,"Spain",1,3,0,7.6530612244898,92.3469387755102
"Spain_103000085",83,17,151,"Spain",1,2,0,3.97350993377483,96.0264900662252
"Spain_103000087",83,17,231,"Spain",1,3,0,4.32900432900433,95.6709956709957
"Spain_103000094",84.9,15.1,303,"Spain",1,1,0,0,100
"Spain_103000096",84.9,15.1,99,"Spain",1,2,0,6.06060606060606,93.9393939393939
"Spain_103000100",84.9,15.1,234,"Spain",1,2,0,0.427350427350427,99.5726495726496
"Spain_103000103",84.9,15.1,258,"Spain",1,3,0,3.48837209302326,96.5116279069768
"Spain_103000107",84.9,15.1,192,"Spain",1,4,0,6.77083333333333,93.2291666666667
"Spain_103000118",83,17,224,"Spain",1,2,0,2.67857142857143,97.3214285714286
"Spain_103000121",84.9,15.1,49,"Spain",1,1,0,0,100
"Spain_103000122",84.9,15.1,156,"Spain",1,2,0,2.56410256410256,97.4358974358974
"Spain_103000123",84.9,15.1,219,"Spain",1,3,0,5.47945205479452,94.5205479452055
"Spain_103000124",84.9,15.1,170,"Spain",1,2,0,1.76470588235294,98.2352941176471
"Spain_103000128",84.9,15.1,374,"Spain",1,2,0,1.33689839572193,98.6631016042781
"Spain_103000129",84.9,15.1,310,"Spain",1,1,0,0,100
"Spain_103000130",83,17,352,"Spain",1,2,0,0.284090909090909,99.7159090909091
"Spain_103000170",84.9,15.1,280,"Spain",1,3,0,1.78571428571429,98.2142857142857
"Spain_103000177",84.9,15.1,212,"Spain",1,4,0,4.71698113207547,95.2830188679245
"Spain_103000205",84.9,15.1,243,"Spain",1,1,0,0,100
"Spain_103000210",84.9,15.1,149,"Spain",1,2,0,0.671140939597315,99.3288590604027
"Spain_103000213",83,17,213,"Spain",2,5,0.938967136150235,5.63380281690141,93.4272300469484
"Spain_103000214",83,17,204,"Spain",1,2,0,0.490196078431373,99.5098039215686
"Spain_103000216",84.9,15.1,313,"Spain",1,2,0,0.319488817891374,99.6805111821086
"Spain_103000234",84.9,15.1,275,"Spain",1,1,0,0,100
"Spain_103000243",84.9,15.1,210,"Spain",1,1,0,0,100
"Spain_103000262",84.9,15.1,240,"Spain",1,2,0,2.08333333333333,97.9166666666667
"Spain_103000516",52.8,47.2,501,"Spain",28,44,24.1516966067864,28.9421157684631,46.9061876247505
"Spain_103000517",79.2,20.8,397,"Spain",30,58,21.9143576826196,44.8362720403023,33.2493702770781
"Spain_103000518",79.2,20.8,446,"Spain",36,61,22.4215246636771,45.2914798206278,32.2869955156951
"Spain_103000519",50.9,49.1,723,"Spain",42,78,19.225449515906,42.3236514522822,38.4508990318119
"Spain_103000520",75.5,24.5,346,"Spain",16,37,13.5838150289017,32.9479768786127,53.4682080924855
"Spain_103000521",84.9,15.1,258,"Spain",15,52,13.953488372093,48.4496124031008,37.5968992248062
"Spain_103000522",62.3,37.7,449,"Spain",26,51,11.358574610245,43.652561247216,44.988864142539
"Spain_103000523",54.7,45.3,555,"Spain",28,58,17.2972972972973,38.3783783783784,44.3243243243243
"Spain_103000524",67.9,32.1,146,"Spain",16,22,19.8630136986301,19.8630136986301,60.2739726027397
"Spain_103000525",49.1,50.9,503,"Spain",31,57,19.0854870775348,32.20675944334,48.7077534791253
"Spain_103000526",58.5,41.5,911,"Spain",42,71,18.8803512623491,45.5543358946213,35.5653128430296
"Spain_103000527",75.5,24.5,306,"Spain",22,36,16.9934640522876,26.797385620915,56.2091503267974
"Spain_103000528",66,34,433,"Spain",27,60,18.013856812933,42.2632794457275,39.7228637413395
"Spain_103000529",69.8,30.2,474,"Spain",29,57,14.9789029535865,37.9746835443038,47.0464135021097
"Spain_103000530",52.8,47.2,370,"Spain",22,46,16.7567567567568,32.4324324324324,50.8108108108108
"Spain_103000531",75.5,24.5,345,"Spain",19,41,17.9710144927536,39.1304347826087,42.8985507246377
"Spain_103000532",50.9,49.1,386,"Spain",27,40,22.5388601036269,23.8341968911917,53.6269430051813
"Spain_103000533",66,34,378,"Spain",16,36,14.2857142857143,29.3650793650794,56.3492063492063
"Spain_103000534",67.9,32.1,694,"Spain",47,76,18.299711815562,46.5417867435158,35.1585014409222
"Spain_103000535",71.7,28.3,383,"Spain",14,46,7.57180156657963,37.8590078328982,54.5691906005222
"Spain_103000536",75.5,24.5,268,"Spain",14,36,10.8208955223881,33.2089552238806,55.9701492537313
"Spain_103000537",83,17,175,"Spain",11,23,8.57142857142857,27.4285714285714,64
"Spain_103000538",50.9,49.1,692,"Spain",32,73,14.8843930635838,33.6705202312139,51.4450867052023
"Spain_103000539",77.4,22.6,384,"Spain",21,48,20.0520833333333,35.9375,44.0104166666667
"Spain_103000540",79.2,20.8,388,"Spain",28,61,12.8865979381443,46.1340206185567,40.979381443299
"Spain_103000541",50.9,49.1,975,"Spain",43,81,12.4102564102564,40.4102564102564,47.1794871794872
"Spain_103000542",83,17,257,"Spain",17,42,9.33852140077821,37.3540856031128,53.307392996109
"Spain_103000543",75.5,24.5,151,"Spain",11,19,15.8940397350993,21.1920529801325,62.9139072847682
"Spain_103000544",62.3,37.7,455,"Spain",25,57,13.8461538461538,33.1868131868132,52.967032967033
"Spain_103000545",52.8,47.2,160,"Spain",7,17,9.375,14.375,76.25
"Spain_103000546",81.1,18.9,191,"Spain",10,32,10.9947643979058,29.3193717277487,59.6858638743455
"Spain_103000547",56.6,43.4,739,"Spain",40,68,19.8917456021651,43.8430311231394,36.2652232746955
"Spain_103000548",50.9,49.1,922,"Spain",50,86,18.763557483731,44.2516268980477,36.9848156182213
"Spain_103000549",49.1,50.9,715,"Spain",36,67,18.6013986013986,36.6433566433566,44.7552447552448
"Spain_103000550",49.1,50.9,780,"Spain",43,72,17.4358974358974,37.6923076923077,44.8717948717949
"Spain_103000551",52.8,47.2,651,"Spain",30,72,14.2857142857143,36.7127496159754,49.0015360983103
"Spain_103000552",84.9,15.1,361,"Spain",28,62,14.1274238227147,42.9362880886427,42.9362880886427
"Spain_103000553",62.3,37.7,712,"Spain",32,71,12.3595505617978,43.1179775280899,44.5224719101124
"Spain_103000554",54.7,45.3,302,"Spain",25,42,19.5364238410596,25.8278145695364,54.635761589404
"Spain_103000555",49.1,50.9,548,"Spain",31,53,19.1605839416058,37.4087591240876,43.4306569343066
"Spain_103000556",50.9,49.1,466,"Spain",28,61,22.7467811158798,26.3948497854077,50.8583690987124
"Spain_103000557",75.5,24.5,253,"Spain",11,33,7.11462450592885,34.7826086956522,58.102766798419
"Spain_103000558",58.5,41.5,318,"Spain",23,46,14.4654088050314,28.6163522012579,56.9182389937107
"Spain_103000559",66,34,331,"Spain",18,29,18.429003021148,26.5861027190332,54.9848942598187
"Spain_103000560",66,34,603,"Spain",36,61,22.2222222222222,38.6401326699834,39.1376451077944
"Spain_103000561",81.1,18.9,333,"Spain",25,54,25.2252252252252,38.7387387387387,36.036036036036
"Spain_103000562",56.6,43.4,478,"Spain",23,55,14.2259414225941,34.3096234309623,51.4644351464435
"Spain_103000563",49.1,50.9,547,"Spain",30,63,16.4533820840951,39.4881170018282,44.0585009140768
"Spain_103000564",77.4,22.6,219,"Spain",13,37,10.958904109589,35.6164383561644,53.4246575342466
"Spain_103000565",77.4,22.6,272,"Spain",20,44,18.75,33.8235294117647,47.4264705882353
"Spain_103000566",79.2,20.8,323,"Spain",24,54,18.8854489164087,39.3188854489164,41.7956656346749
"Spain_103000567",69.8,30.2,337,"Spain",25,39,20.1780415430267,26.7062314540059,53.1157270029674
"Spain_103000568",62.3,37.7,774,"Spain",46,77,24.2894056847545,47.0284237726098,28.6821705426357
"Spain_103000569",49.1,50.9,381,"Spain",25,50,21.259842519685,32.0209973753281,46.7191601049869
"Spain_103000570",49.1,50.9,863,"Spain",49,77,18.4241019698725,45.8864426419467,35.6894553881808
"Spain_103000571",75.5,24.5,466,"Spain",29,64,13.9484978540773,46.5665236051502,39.4849785407725
"Spain_103000572",77.4,22.6,199,"Spain",12,24,16.5829145728643,23.6180904522613,59.7989949748744
"Spain_103000573",66,34,649,"Spain",36,67,20.8012326656394,40.5238828967642,38.6748844375963
"Spain_103000574",49.1,50.9,511,"Spain",39,64,20.3522504892368,29.5499021526419,50.0978473581213
"Spain_103000575",67.9,32.1,258,"Spain",16,29,13.5658914728682,27.1317829457364,59.3023255813954
"Spain_103000576",71.7,28.3,422,"Spain",27,50,17.5355450236967,43.6018957345972,38.8625592417062
"Spain_103000577",60.4,39.6,286,"Spain",15,35,17.8321678321678,29.7202797202797,52.4475524475524
"Spain_103000578",50.9,49.1,533,"Spain",33,51,22.1388367729831,34.5215759849906,43.3395872420263
"Spain_103000579",75.5,24.5,302,"Spain",12,28,15.8940397350993,32.1192052980132,51.9867549668874
"Spain_103000580",49.1,50.9,454,"Spain",27,51,17.6211453744493,35.0220264317181,47.3568281938326
"Spain_103000581",75.5,24.5,272,"Spain",10,35,11.7647058823529,39.7058823529412,48.5294117647059
"Spain_103000582",62.3,37.7,454,"Spain",14,44,10.7929515418502,33.4801762114537,55.726872246696
"Spain_103000583",50.9,49.1,439,"Spain",27,44,17.0842824601367,35.7630979498861,47.1526195899772
"Spain_103000584",75.5,24.5,235,"Spain",11,28,11.4893617021277,25.9574468085106,62.5531914893617
"Spain_103000585",75.5,24.5,401,"Spain",22,47,15.211970074813,33.9152119700748,50.8728179551122
"Spain_103000586",75.5,24.5,158,"Spain",12,26,13.9240506329114,25.3164556962025,60.7594936708861
"Spain_103000587",75.5,24.5,217,"Spain",16,34,17.0506912442396,26.2672811059908,56.6820276497696
"Spain_103000588",56.6,43.4,665,"Spain",36,60,19.5488721804511,33.8345864661654,46.6165413533835
"Spain_103000589",75.5,24.5,335,"Spain",17,40,17.3134328358209,25.3731343283582,57.3134328358209
"Spain_103000590",81.1,18.9,290,"Spain",20,46,16.8965517241379,43.1034482758621,40
"Spain_103000591",75.5,24.5,293,"Spain",14,28,16.382252559727,29.0102389078498,54.6075085324232
"Spain_103000592",84.9,15.1,319,"Spain",29,55,17.2413793103448,44.8275862068966,37.9310344827586
"Spain_103000593",75.5,24.5,268,"Spain",19,35,14.1791044776119,28.3582089552239,57.4626865671642
"Spain_103000594",69.8,30.2,551,"Spain",29,62,16.6969147005445,40.6533575317604,42.6497277676951
"Spain_103000595",75.5,24.5,376,"Spain",23,46,17.5531914893617,37.2340425531915,45.2127659574468
"Spain_103000596",69.8,30.2,602,"Spain",36,59,22.4252491694352,40.8637873754153,36.7109634551495
"Spain_103000597",49.1,50.9,946,"Spain",51,77,20.9302325581395,45.6659619450317,33.4038054968288
"Spain_103000598",73.6,26.4,514,"Spain",32,66,17.1206225680934,42.9961089494163,39.8832684824903
"Spain_103000599",75.5,24.5,234,"Spain",15,29,14.957264957265,26.0683760683761,58.974358974359
"Spain_103000600",67.9,32.1,669,"Spain",34,64,21.9730941704036,39.6113602391629,38.4155455904335
"Spain_103000601",77.4,22.6,432,"Spain",29,60,16.4351851851852,46.2962962962963,37.2685185185185
"Spain_103000602",60.4,39.6,306,"Spain",23,48,14.7058823529412,26.1437908496732,59.1503267973856
"Spain_103000603",75.5,24.5,464,"Spain",26,56,12.7155172413793,41.5948275862069,45.6896551724138
"Spain_103000604",75.5,24.5,102,"Spain",3,14,5.88235294117647,23.5294117647059,70.5882352941177
"Spain_103000605",54.7,45.3,147,"Spain",8,15,14.2857142857143,14.2857142857143,71.4285714285714
"Spain_103000606",75.5,24.5,236,"Spain",16,32,17.7966101694915,32.2033898305085,50
"Spain_103000607",71.7,28.3,554,"Spain",47,79,22.7436823104693,45.3068592057762,31.9494584837545
"Spain_103000608",75.5,24.5,535,"Spain",28,60,18.1308411214953,40.1869158878505,41.6822429906542
"Spain_103000609",64.2,35.8,677,"Spain",31,64,19.9409158050222,44.165435745938,35.8936484490399
"Spain_103000610",66,34,247,"Spain",13,32,10.9311740890688,25.5060728744939,63.5627530364373
"Spain_103000611",49.1,50.9,407,"Spain",24,50,17.9361179361179,31.2039312039312,50.8599508599509
"Spain_103000612",67.9,32.1,528,"Spain",30,55,16.4772727272727,39.9621212121212,43.5606060606061
"Spain_103000613",49.1,50.9,1031,"Spain",49,84,19.8836081474297,43.64694471387,36.4694471387003
"Spain_103000614",69.8,30.2,482,"Spain",23,49,19.5020746887967,36.7219917012448,43.7759336099585
"Spain_103000615",49.1,50.9,487,"Spain",25,51,20.3285420944559,31.8275154004107,47.8439425051335
"Spain_103000616",75.5,24.5,279,"Spain",16,34,16.1290322580645,29.7491039426523,54.1218637992832
"Spain_103000617",84.9,15.1,220,"Spain",14,34,10.4545454545455,34.5454545454545,55
"Spain_103000618",75.5,24.5,197,"Spain",11,24,15.2284263959391,28.9340101522843,55.8375634517767
"Spain_103000619",67.9,32.1,447,"Spain",30,50,17.6733780760626,40.0447427293065,42.2818791946309
"Spain_103000620",79.2,20.8,470,"Spain",26,67,15.531914893617,47.8723404255319,36.5957446808511
"Spain_103000621",67.9,32.1,251,"Spain",15,32,15.9362549800797,29.4820717131474,54.5816733067729
"Spain_103000622",64.2,35.8,245,"Spain",14,26,15.5102040816327,24.0816326530612,60.4081632653061
"Spain_103000623",75.5,24.5,532,"Spain",32,66,19.7368421052632,37.0300751879699,43.2330827067669
"Spain_103000624",75.5,24.5,259,"Spain",16,27,26.2548262548263,26.6409266409266,47.1042471042471
"Spain_103000625",83,17,161,"Spain",12,37,20.4968944099379,39.1304347826087,40.3726708074534
"Spain_103000626",49.1,50.9,877,"Spain",40,73,15.2793614595211,42.5313568985177,42.1892816419612
"Spain_103000627",66,34,605,"Spain",31,58,18.3471074380165,40,41.6528925619835
"Spain_103000628",50.9,49.1,531,"Spain",28,59,19.2090395480226,36.9114877589454,43.879472693032
"Spain_103000629",69.8,30.2,372,"Spain",17,46,12.0967741935484,36.2903225806452,51.6129032258064
"Spain_103000630",75.5,24.5,319,"Spain",11,42,9.09090909090909,39.4984326018809,51.41065830721
"Spain_103000631",75.5,24.5,325,"Spain",19,44,16,36,48
"Spain_103000632",79.2,20.8,407,"Spain",29,57,14.4963144963145,44.7174447174447,40.7862407862408
"Spain_103000633",75.5,24.5,235,"Spain",13,22,14.8936170212766,25.531914893617,59.5744680851064
"Spain_103000634",75.5,24.5,427,"Spain",24,48,15.6908665105386,37.2365339578454,47.0725995316159
"Spain_103000635",56.6,43.4,498,"Spain",25,46,17.2690763052209,35.7429718875502,46.9879518072289
"Spain_103000636",75.5,24.5,310,"Spain",20,40,19.3548387096774,31.6129032258064,49.0322580645161
"Spain_103000637",52.8,47.2,447,"Spain",1,1,0,0,100
"Spain_103000638",58.5,41.5,541,"Spain",1,1,0,0,100
"Spain_103000640",56.6,43.4,299,"Spain",1,1,0,0,100
"Spain_103000641",62.3,37.7,387,"Spain",1,1,0,0,100
"Spain_103000642",58.5,41.5,279,"Spain",1,1,0,0,100
"Spain_103000643",58.5,41.5,336,"Spain",1,1,0,0,100
"Spain_103000644",58.5,41.5,290,"Spain",1,1,0,0,100
"Spain_103000645",60.4,39.6,302,"Spain",1,1,0,0,100
"Spain_103000646",58.5,41.5,495,"Spain",1,2,0,0.202020202020202,99.7979797979798
"Spain_103000647",62.3,37.7,331,"Spain",1,1,0,0,100
"Spain_103000648",58.5,41.5,468,"Spain",1,1,0,0,100
"Spain_103000649",56.6,43.4,350,"Spain",1,1,0,0,100
"Spain_103000650",58.5,41.5,488,"Spain",1,1,0,0,100
"Spain_103000651",56.6,43.4,620,"Spain",1,1,0,0,100
"Spain_103000652",71.7,28.3,184,"Spain",1,1,0,0,100
"Spain_103000653",75.5,24.5,143,"Spain",1,1,0,0,100
"Spain_103000654",56.6,43.4,238,"Spain",1,1,0,0,100
"Spain_103000655",56.6,43.4,136,"Spain",1,1,0,0,100
"Spain_103000656",79.2,20.8,137,"Spain",1,1,0,0,100
"Spain_103000657",45.3,54.7,258,"Spain",1,1,0,0,100
"Spain_103000658",52.8,47.2,296,"Spain",1,1,0,0,100
"Spain_103000659",58.5,41.5,231,"Spain",1,1,0,0,100
"Spain_103000660",58.5,41.5,263,"Spain",1,1,0,0,100
"Spain_103000661",45.3,54.7,309,"Spain",1,1,0,0,100
"Spain_103000662",56.6,43.4,116,"Spain",1,1,0,0,100
"Spain_103000663",58.5,41.5,501,"Spain",1,1,0,0,100
"Spain_103000664",73.6,26.4,280,"Spain",1,1,0,0,100
"Spain_103000665",62.3,37.7,349,"Spain",1,1,0,0,100
"Spain_103000666",58.5,41.5,367,"Spain",1,1,0,0,100
"Spain_103000667",67.9,32.1,141,"Spain",1,1,0,0,100
"Spain_103000668",49.1,50.9,660,"Spain",1,1,0,0,100
"Spain_103000669",56.6,43.4,519,"Spain",1,1,0,0,100
"Spain_103000670",58.5,41.5,353,"Spain",1,1,0,0,100
"Spain_103000671",58.5,41.5,564,"Spain",1,2,0,0.177304964539007,99.822695035461
"Spain_103000672",52.8,47.2,419,"Spain",1,1,0,0,100
"Spain_103000673",56.6,43.4,462,"Spain",1,1,0,0,100
"Spain_103000674",43.4,56.6,348,"Spain",1,1,0,0,100
"Spain_103000675",62.3,37.7,226,"Spain",1,1,0,0,100
"Spain_103000676",45.3,54.7,359,"Spain",1,1,0,0,100
"Spain_103000677",56.6,43.4,204,"Spain",1,1,0,0,100
"Spain_103000678",58.5,41.5,548,"Spain",1,1,0,0,100
"Spain_103000679",45.3,54.7,441,"Spain",1,1,0,0,100
"Spain_103000680",56.6,43.4,380,"Spain",1,1,0,0,100
"Spain_103000681",73.6,26.4,182,"Spain",1,1,0,0,100
"Spain_103000682",45.3,54.7,306,"Spain",1,1,0,0,100
"Spain_103000683",71.7,28.3,196,"Spain",1,1,0,0,100
"Spain_103000684",58.5,41.5,312,"Spain",1,1,0,0,100
"Spain_103000685",50.9,49.1,358,"Spain",1,1,0,0,100
"Spain_103000686",45.3,54.7,405,"Spain",1,1,0,0,100
"Spain_103000687",56.6,43.4,410,"Spain",1,1,0,0,100
"Spain_103000688",45.3,54.7,356,"Spain",1,1,0,0,100
"Spain_103000689",84.9,15.1,128,"Spain",1,1,0,0,100
"Spain_103000690",62.3,37.7,233,"Spain",1,1,0,0,100
"Spain_103000691",60.4,39.6,355,"Spain",1,1,0,0,100
"Spain_103000692",58.5,41.5,536,"Spain",1,1,0,0,100
"Spain_103000693",56.6,43.4,462,"Spain",1,1,0,0,100
"Spain_103000694",58.5,41.5,180,"Spain",1,1,0,0,100
"Spain_103000695",67.9,32.1,193,"Spain",1,1,0,0,100
"Spain_103000696",56.6,43.4,236,"Spain",1,1,0,0,100
"Spain_103000697",58.5,41.5,297,"Spain",1,1,0,0,100
"Spain_103000698",50.9,49.1,404,"Spain",1,1,0,0,100
"Spain_103000699",58.5,41.5,370,"Spain",1,1,0,0,100
"Spain_103000700",49.1,50.9,484,"Spain",1,1,0,0,100
"Spain_103000701",58.5,41.5,421,"Spain",1,1,0,0,100
"Spain_103000702",58.5,41.5,575,"Spain",1,1,0,0,100
"Spain_103000703",47.2,52.8,337,"Spain",1,1,0,0,100
"Spain_103000704",56.6,43.4,527,"Spain",1,1,0,0,100
"Spain_103000705",54.7,45.3,552,"Spain",1,1,0,0,100
"Spain_103000706",41.5,58.5,576,"Spain",1,2,0,0.173611111111111,99.8263888888889
"Spain_103000707",56.6,43.4,451,"Spain",1,1,0,0,100
"Spain_103000708",43.4,56.6,389,"Spain",1,1,0,0,100
"Spain_103000709",60.4,39.6,523,"Spain",1,1,0,0,100
"Spain_103000710",49.1,50.9,396,"Spain",1,1,0,0,100
"Spain_103000711",84.9,15.1,317,"Spain",16,52,17.3501577287066,56.782334384858,25.8675078864353
"Spain_103000712",84.9,15.1,324,"Spain",17,49,16.6666666666667,58.0246913580247,25.3086419753086
"Spain_103000713",84.9,15.1,293,"Spain",17,49,21.5017064846416,55.9726962457338,22.5255972696246
"Spain_103000714",84.9,15.1,343,"Spain",20,62,17.4927113702624,59.4752186588921,23.0320699708455
"Spain_103000715",84.9,15.1,331,"Spain",19,53,17.5226586102719,58.9123867069486,23.5649546827795
"Spain_103000716",84.9,15.1,284,"Spain",20,58,18.6619718309859,55.6338028169014,25.7042253521127
"Spain_103000717",84.9,15.1,263,"Spain",13,48,17.4904942965779,57.4144486692015,25.0950570342205
"Spain_103000718",84.9,15.1,347,"Spain",21,57,22.478386167147,56.1959654178674,21.3256484149856
"Spain_103000719",84.9,15.1,306,"Spain",18,56,13.7254901960784,60.1307189542484,26.1437908496732
"Spain_103000720",84.9,15.1,335,"Spain",12,53,14.0298507462687,59.4029850746269,26.5671641791045
"Spain_103000721",84.9,15.1,350,"Spain",20,52,18.8571428571429,59.1428571428571,22
"Spain_103000722",84.9,15.1,232,"Spain",16,42,15.5172413793103,56.8965517241379,27.5862068965517
"Spain_103000723",84.9,15.1,333,"Spain",21,57,17.7177177177177,57.957957957958,24.3243243243243
"Sweden_104000001",64.2,35.8,717,"Sweden",51,53,48.8145048814505,25.5230125523013,25.6624825662483
"Sweden_104000002",67.9,32.1,794,"Sweden",62,68,52.2670025188917,24.6851385390428,23.0478589420655
"Sweden_104000003",75.5,24.5,439,"Sweden",30,34,43.7357630979499,27.1070615034169,29.1571753986333
"Sweden_104000004",77.4,22.6,523,"Sweden",50,53,52.3900573613767,23.5181644359465,24.0917782026769
"Sweden_104000005",64.2,35.8,819,"Sweden",61,54,51.7704517704518,24.7863247863248,23.4432234432234
"Sweden_104000006",75.5,24.5,671,"Sweden",59,63,55.290611028316,22.5037257824143,22.2056631892697
"Sweden_104000007",75.5,24.5,800,"Sweden",77,76,57.375,23.125,19.5
"Sweden_104000008",77.4,22.6,400,"Sweden",43,48,41,23.5,35.5
"Sweden_104000009",77.4,22.6,351,"Sweden",27,33,39.6011396011396,26.4957264957265,33.9031339031339
"Sweden_104000010",77.4,22.6,292,"Sweden",25,30,46.5753424657534,22.2602739726027,31.1643835616438
"Sweden_104000011",69.8,30.2,589,"Sweden",46,49,48.3870967741936,24.4482173174873,27.1646859083192
"Sweden_104000012",75.5,24.5,585,"Sweden",45,46,48.034188034188,28.7179487179487,23.2478632478632
"Sweden_104000013",77.4,22.6,503,"Sweden",37,42,50.4970178926441,24.8508946322068,24.6520874751491
"Sweden_104000014",75.5,24.5,758,"Sweden",65,71,53.4300791556728,28.6279683377309,17.9419525065963
"Sweden_104000015",75.5,24.5,672,"Sweden",60,54,54.3154761904762,25.297619047619,20.3869047619048
"Sweden_104000016",75.5,24.5,692,"Sweden",61,60,57.0809248554913,24.1329479768786,18.7861271676301
"Sweden_104000017",77.4,22.6,645,"Sweden",64,58,59.3798449612403,20,20.6201550387597
"Sweden_104000018",75.5,24.5,628,"Sweden",54,59,54.4585987261147,23.2484076433121,22.2929936305732
"Sweden_104000019",79.2,20.8,478,"Sweden",41,43,48.9539748953975,26.7782426778243,24.2677824267782
"Sweden_104000020",77.4,22.6,301,"Sweden",27,33,39.5348837209302,27.906976744186,32.5581395348837
"Sweden_104000021",75.5,24.5,632,"Sweden",57,65,52.2151898734177,27.0569620253165,20.7278481012658
"Sweden_104000022",75.5,24.5,612,"Sweden",55,60,53.5947712418301,21.4052287581699,25
"Sweden_104000023",79.2,20.8,208,"Sweden",24,34,25,26.4423076923077,48.5576923076923
"Sweden_104000024",75.5,24.5,524,"Sweden",45,51,49.618320610687,24.618320610687,25.763358778626
"Sweden_104000025",77.4,22.6,248,"Sweden",19,30,23.3870967741935,29.0322580645161,47.5806451612903
"Sweden_104000026",77.4,22.6,420,"Sweden",45,56,46.4285714285714,21.9047619047619,31.6666666666667
"Sweden_104000027",75.5,24.5,640,"Sweden",69,68,59.84375,16.5625,23.59375
"Sweden_104000028",75.5,24.5,689,"Sweden",54,50,53.1204644412192,26.9956458635704,19.8838896952104
"Sweden_104000029",77.4,22.6,416,"Sweden",43,56,44.7115384615385,24.5192307692308,30.7692307692308
"Sweden_104000030",77.4,22.6,275,"Sweden",26,35,28.7272727272727,30.1818181818182,41.0909090909091
"Sweden_104000031",66,34,723,"Sweden",55,61,56.0165975103734,21.0235131396957,22.9598893499308
"Sweden_104000032",77.4,22.6,689,"Sweden",68,70,57.3294629898404,23.22206095791,19.4484760522496
"Sweden_104000033",75.5,24.5,387,"Sweden",37,38,47.8036175710594,24.2894056847545,27.906976744186
"Sweden_104000034",75.5,24.5,589,"Sweden",53,59,52.1222410865874,23.9388794567063,23.9388794567063
"Sweden_104000035",75.5,24.5,485,"Sweden",44,43,48.0412371134021,27.2164948453608,24.7422680412371
"Sweden_104000036",77.4,22.6,636,"Sweden",56,56,58.3333333333333,20.9119496855346,20.7547169811321
"Sweden_104000037",77.4,22.6,656,"Sweden",72,81,53.8109756097561,23.780487804878,22.4085365853659
"Sweden_104000038",69.8,30.2,734,"Sweden",49,54,57.4931880108992,14.850136239782,27.6566757493188
"Sweden_104000043",69.8,30.2,663,"Sweden",44,48,50.2262443438914,19.4570135746606,30.316742081448
"Sweden_104000049",83,17,265,"Sweden",27,32,46.4150943396226,31.3207547169811,22.2641509433962
"Sweden_104000051",71.7,28.3,497,"Sweden",39,42,49.2957746478873,19.7183098591549,30.9859154929577
"Sweden_104000056",69.8,30.2,858,"Sweden",61,66,64.2191142191142,10.955710955711,24.8251748251748
"Sweden_104000058",79.2,20.8,321,"Sweden",48,59,47.3520249221184,39.8753894080997,12.7725856697819
"Sweden_104000059",81.1,18.9,270,"Sweden",44,64,39.2592592592593,45.9259259259259,14.8148148148148
"Sweden_104000060",83,17,293,"Sweden",39,37,47.098976109215,23.8907849829352,29.0102389078498
"Sweden_104000063",73.6,26.4,778,"Sweden",60,62,55.5269922879177,19.280205655527,25.1928020565553
"Sweden_104000066",71.7,28.3,701,"Sweden",51,56,59.3437945791726,14.1226818830243,26.5335235378031
"Sweden_104000069",81.1,18.9,222,"Sweden",36,39,46.3963963963964,19.8198198198198,33.7837837837838
"Sweden_104000071",71.7,28.3,536,"Sweden",40,48,50,20.1492537313433,29.8507462686567
"Sweden_104000073",69.8,30.2,665,"Sweden",36,45,52.1804511278196,15.0375939849624,32.781954887218
"Sweden_104000074",69.8,30.2,930,"Sweden",61,69,57.0967741935484,16.8817204301075,26.0215053763441
"Sweden_104000075",75.5,24.5,289,"Sweden",18,29,22.4913494809689,33.2179930795848,44.2906574394464
