"name","nsite1","nsite2","trend","p.value","std.error","MCP1","taxonKey","MCP2","order","family","perc_range_coverage"
"Cymatia coleoptrata",3,21,-0.0049170300313925,0.279168826915313,0.00450381921904673,167474009151.029,2049918,8246567390271.08,"Hemiptera","Corixidae",2.03
"Cymbiodyta marginella",3,31,0.00192654879260893,0.305831037870039,0.00186780773142175,595981877130.845,4434176,6809479105309.81,"Coleoptera","Hydrophilidae",8.75
"Cyrnus crenaticornis",1,7,0.00668491482559448,0.125603433963782,0.00416163015742051,72212319520.5323,5053364,4930131924738.17,"Trichoptera","Polycentropodidae",1.46
"Cyrnus flavidus",8,46,-0.000329216858109131,0.959924506184114,0.00654257956871037,828322484258.978,5053359,4812202425543.31,"Trichoptera","Polycentropodidae",17.21
"Cyrnus trimaculatus",18,147,-0.0156156146701519,0.000329128476706367,0.00430917018586777,3400627651136.2,5053363,7286954993624.15,"Trichoptera","Polycentropodidae",46.67
"Demicryptochironomus vulneratus",16,35,0.00120945510687587,0.671234184475399,0.00284716670995312,929550894919.995,1453052,4470443970179.85,"Diptera","Chironomidae",20.79
"Dendrocoelum lacteum",73,395,-0.00124288854155026,0.342528253873065,0.00130905323677217,3737044835441.21,2502950,5834643632949.41,"Tricladida","Dendrocoelidae",64.05
"Dero digitata",5,26,0.00401754587682512,0.698508539065001,0.010345444270853,202972739559.067,2308139,73426501412988.5,"Tubificida","Naididae",0.28
"Dero obtusa",3,6,-0.00480117873676551,0.521685485655268,0.00745048113448183,12753035514.8855,2308141,6446345831866.85,"Tubificida","Naididae",0.2
"Deronectes latus",9,32,-0.00377746878167692,0.0452860045349887,0.00187571706337598,951337542710.541,4470104,4555589332320.56,"Coleoptera","Dytiscidae",20.88
"Diamesa insignipes",94,162,-0.0215072013708259,3.70680382849442e-13,0.00294108979973942,380024785102.85,1452685,3155583211933.7,"Diptera","Chironomidae",12.04
"Diamesa permacra",7,12,-0.00897598618632007,0.0823062385133525,0.00513351446451069,8459215116.46884,1452636,1966898794753.3,"Diptera","Chironomidae",0.43
"Dicranophragma nemorale",5,5,-0.00240719240406125,0.319774119841676,0.00240901205332554,2193859869.27408,7492245,2916703231603.75,"Diptera","Limoniidae",0.08
"Dicrotendipes lobiger",1,5,0.0127436872506689,0.203915167476266,0.00966635149237611,3060807783.12163,1446488,4434241793121.48,"Diptera","Chironomidae",0.07
"Dicrotendipes nervosus",6,47,0.00192940290321973,0.869597124479395,0.0117294399000028,503636368841.669,1446479,12608782151848.5,"Diptera","Chironomidae",3.99
"Dicrotendipes notatus",3,28,-0.0168728015518714,0.101150055580856,0.0101466884365401,9330528859.42236,1446512,2393105752367.16,"Diptera","Chironomidae",0.39
"Dikerogammarus haemobaphes",2,63,0.100608195589095,0.000526889745241966,0.0264943404944993,1011970146893.02,4315703,3068259602283.16,"Amphipoda","Gammaridae",32.98
"Dikerogammarus villosus",6,132,0.16493941417019,2.28382876902192e-11,0.0223914868349595,855575635989.812,4315705,3165603632201.27,"Amphipoda","Gammaridae",27.03
"Dina lineata",14,51,-0.012336599601164,0.00111580547329915,0.0037504933975002,3364210003723.79,5740019,4676054431142.58,"Hirudinida","Erpobdellidae",71.95
"Dinocras cephalotes",1,37,-0.0412121868895719,0.114008345594258,0.0249907871397875,4215126533389.03,2005247,6978181176745.52,"Plecoptera","Perlidae",60.4
"Diplocladius cultriger",100,188,-0.0106883308724018,7.81123738542535e-05,0.0027007440268743,391415026887.563,1456514,11318414382322.2,"Diptera","Chironomidae",3.46
"Diura nanseni",7,106,-0.0109015464761885,0.002193730770546,0.00349841245850518,662163735234.414,5986715,1427458644408.63,"Plecoptera","Perlodidae",46.39
"Dixa maculata",16,31,0.0136145480751607,0.000221585780073069,0.00364666905314587,204106281303.888,1569673,1884457291056.13,"Diptera","Dixidae",10.83
"Dreissena bugensis",1,6,0.0088597759921191,0.144737160487422,0.00581122389970026,472096382560.992,2287073,510066073117989,"Myida","Dreissenidae",0.09
"Dreissena polymorpha",10,162,-0.0101104332150464,0.100963337212792,0.00613680089296164,2417670711131.45,2287072,52523306617602.8,"Myida","Dreissenidae",4.6
"Drusus annulatus",1,80,-0.0916156292456628,0.00126638186780442,0.0246276600951091,342718069610.871,1441839,2355773161293.29,"Trichoptera","Limnephilidae",14.55
"Dryops ernesti",1,2,0.00156200385611888,0.647894675849349,0.00337736804866096,NA,6097325,6838647791098.52,"Coleoptera","Dryopidae",NA
"Dugesia gonocephala",75,171,0.0347075870126702,7.19716583935972e-32,0.00289340072308896,1913065119609.02,2502875,3981435367329.52,"Tricladida","Dugesiidae",48.05
"Dugesia lugubris",59,240,-0.000874940682134469,0.694785225854038,0.00222940640758436,2173843601221.06,2502874,2607967291827.08,"Tricladida","Dugesiidae",83.35
"Dytiscus marginalis",5,11,-0.00783429686175006,0.211570213484298,0.0062317901332178,2219371360947.87,1038064,85477982476231.2,"Coleoptera","Dytiscidae",2.6
"Ecclisopteryx dalecarlica",38,83,0.0100264362202053,0.0112472548085625,0.00394677711440035,451313542924.934,4481911,3911822249326.41,"Trichoptera","Limnephilidae",11.54
"Ecdyonurus aurantiacus",1,6,-0.070276745845423,0.0175412221376458,0.0276310293019332,792874081762.352,4481439,1292915460617.53,"Ephemeroptera","Heptageniidae",61.32
"Ecdyonurus dispar",1,32,0.0451453188303222,0.0485893678911223,0.0213401699000645,820448493445.652,4481463,3158243317505.13,"Ephemeroptera","Heptageniidae",25.98
"Ecdyonurus torrentis",1,94,0.0217070962973527,0.211631154975344,0.0167601689046174,803987470409.259,4481477,3682818972969.08,"Ephemeroptera","Heptageniidae",21.83
"Echinogammarus berilloni",5,17,-0.0131323507769428,0.480165427472647,0.0185434673913112,219096446209.038,4315760,737451892035.031,"Amphipoda","Gammaridae",29.71
"Ecnomus tenellus",6,93,-0.0340936528440639,0.0115021509557952,0.0132857246953925,2733787929179.98,1440654,27331572960140.5,"Trichoptera","Ecnomidae",10
"Eiseniella tetraedra",163,551,-0.0055559875003828,4.32900881797479e-05,0.00135706235604887,4070629098436.81,2307762,510066073117989,"Opisthopora","Lumbricidae",0.8
"Elmis aenea",130,693,0.0375951935482417,5.72437458776456e-42,0.00272550424832939,3855733962593.5,4427707,6943390810261.14,"Coleoptera","Elmidae",55.53
"Elodes minuta",105,195,0.0141472711781746,2.67480383445762e-19,0.00156144804950786,243800700632.784,6097725,5114298268970.11,"Coleoptera","Scirtidae",4.77
"Elophila nymphaeata",14,59,-0.00288755579481706,0.0691252524891102,0.00158318553631591,1153006284824.86,5884851,18859115408111,"Lepidoptera","Crambidae",6.11
"Enallagma cyathigerum",3,16,-0.0130937066908605,0.164222637410101,0.0092939954313927,574134779303.502,5051273,88397469558132,"Odonata","Coenagrionidae",0.65
"Endochironomus albipennis",10,37,0.00367581899569276,0.558555588803473,0.00627437192860687,95691913421.9624,1446127,4892554357162.92,"Diptera","Chironomidae",1.96
"Endochironomus dispar",17,26,-0.00542777587068978,0.00754928034605202,0.00202028307797863,97699975408.4781,1446158,1609748319809.07,"Diptera","Chironomidae",6.07
"Endochironomus lepidus",1,3,0.00545038808645435,0.127563389324244,0.00345309621496825,3436352386.21214,1446136,1803893716686.23,"Diptera","Chironomidae",0.19
"Endochironomus tendens",6,39,-0.00362234807403589,0.673475811354822,0.0085773266112207,27974352719.9061,1446139,3434060568201.47,"Diptera","Chironomidae",0.81
"Enochrus bicolor",1,9,0.00147792575812242,0.804904612123062,0.00589578994028529,192216510334.41,4308830,10564117834643.2,"Coleoptera","Hydrophilidae",1.82
"Enochrus coarctatus",1,1,0.00197381819717774,0.639455307328747,0.00415524014948252,NA,4433977,6253549980710.05,"Coleoptera","Hydrophilidae",NA
"Enochrus melanocephalus",2,9,0.00394093418191704,0.406338123010862,0.00469193570708916,268702133407.237,1033999,6911527031833.48,"Coleoptera","Hydrophilidae",3.89
"Enoicyla pusilla",3,5,0.00360668506256183,0.391380014021675,0.00418109511669624,15757178816.0013,1442087,5837522964551.43,"Trichoptera","Limnephilidae",0.27
"Epeorus sylvicola",13,46,0.0180214977711424,0.0284113144823821,0.00818453723757457,997473039777.147,4481332,2141986480844.16,"Ephemeroptera","Heptageniidae",46.57
"Ephemera danica",81,445,0.0407405885716641,6.29736114417859e-47,0.00275154058823236,4332980632745.87,5716472,10245178139981.4,"Ephemeroptera","Ephemeridae",42.29
"Ephemera glaucops",1,1,0.00500071008198532,0.0470231075543934,0.00236993912433411,NA,6096693,4087665640203.67,"Ephemeroptera","Ephemeridae",NA
"Ephemera lineata",3,24,-0.0132120170899745,0.439637944625523,0.0169927991874516,2014939281554.16,6096694,8086165761276.93,"Ephemeroptera","Ephemeridae",24.92
"Ephemera vulgata",16,132,0.024154971571291,0.000372127138629411,0.00671808008148387,2565283691119.25,5864880,29640049709250.3,"Ephemeroptera","Ephemeridae",8.65
"Ephemerella aurivillii",3,62,-0.00110168710159691,0.909186664325253,0.00961970774991236,686998964954.642,5049045,30404800376932.4,"Ephemeroptera","Ephemerellidae",2.26
"Ephemerella mucronata",4,43,-0.00785883662022022,0.438932374042587,0.0101052637738937,2405441274242.16,1408231,4046486962721.92,"Ephemeroptera","Ephemerellidae",59.45
"Ephemerella notata",1,19,-0.00744563611961015,0.115763684433882,0.00450561497668703,476534453517.114,6931868,2642459833351.19,"Ephemeroptera","Ephemerellidae",18.03
"Ephoron virgo",1,33,-0.0222795282625639,0.164596882516596,0.0154124988323794,1267979054092.11,4481291,3427108705347.83,"Ephemeroptera","Polymitarcyidae",37
"Epoicocladius flavens",22,42,0.0100058213779561,0.000582967930922585,0.00289017023979085,859096318359.942,1449518,3675884645564.23,"Diptera","Chironomidae",23.37
"Erpobdella nigricollis",4,56,0.0101739041239038,0.28431701802928,0.00944092110072701,1052037332427.88,4411078,3694155222072.3,"Hirudinida","Erpobdellidae",28.48
"Erpobdella octoculata",124,718,-0.007186833611275,0.000435640105986852,0.00204069425163286,3765597373738.33,2308846,50585771988162.8,"Hirudinida","Erpobdellidae",7.44
"Erpobdella testacea",48,186,0.000153301852629321,0.932554370286297,0.00181098034925094,1839215835855.78,4411080,3569098115241.66,"Hirudinida","Erpobdellidae",51.53
"Erythromma lindenii",7,7,-0.013506743622653,0.117732867702735,0.00858693712860669,246049993296.562,1423027,10083489297696.8,"Odonata","Coenagrionidae",2.44
"Erythromma najas",10,67,0.011287044957601,0.0165127264077086,0.00466990564525809,1691730462424.98,1423018,26089840927016.5,"Odonata","Coenagrionidae",6.48
"Esolus parallelepipedus",2,118,-0.0552818031946787,0.015889206352916,0.0218719150891189,1175208418190.01,4427738,2949703644248.24,"Coleoptera","Elmidae",39.84
"Eukiefferiella brevicalcar",59,114,-0.0122574152206218,2.23156876578855e-05,0.0028803885219096,293549319286.55,1452850,10857509613528.3,"Diptera","Chironomidae",2.7
"Eukiefferiella claripennis",70,136,-0.00356242852062379,0.215124410169675,0.00287269371524275,1005279306366.21,1452882,15046978928425.8,"Diptera","Chironomidae",6.68
"Eukiefferiella coerulescens",1,1,-0.00965948577233532,0.0887302330772168,0.00541175352768246,NA,1452932,4792888823806.96,"Diptera","Chironomidae",NA
"Eukiefferiella dittmari",1,1,-0.0618055734346735,0.00414477535842251,0.0192170192528174,NA,1452918,592231159874.652,"Diptera","Chironomidae",NA
"Eukiefferiella gracei",11,30,-0.00274114693933814,0.599588394959307,0.00521434167803065,567972925071.545,1452838,14086177130842.1,"Diptera","Chironomidae",4.03
"Eukiefferiella ilkleyensis",4,8,-0.0036042745826876,0.677488801876197,0.00863614138892777,12690955713.8646,1452890,2591050300994.07,"Diptera","Chironomidae",0.49
"Eukiefferiella minor",1,3,-0.0254599345716913,0.132295025790733,0.016257976884692,285975864.181707,1452842,4177257621306.95,"Diptera","Chironomidae",0.01
"Euphylidorea lineola",7,12,-0.0013204957935604,0.56798522330856,0.00230747418325571,13198562090.5478,1512236,1545065508743.54,"Diptera","Limoniidae",0.85
"Faxonius limosus",8,66,0.00475284023328188,0.281658862551463,0.00440031953145633,832305791126.336,8909595,52885849042753.8,"Decapoda","Cambaridae",1.57
"Galba truncatula",45,179,-0.00444183124191428,0.0141828669546378,0.00180787013768798,2779704474201.83,2291336,98980344834166.3,"Lymnaeida","Lymnaeidae",2.81
"Gammarus duebeni",1,17,0.0054013172965599,0.866303731489304,0.0317409338915768,425892411547.736,2219855,11675898142461.1,"Amphipoda","Gammaridae",3.65
"Gammarus fossarum",2,64,-0.0887363765894229,0.00205589520472024,0.0267631674747037,863127809350.567,4416980,1737084905171.87,"Amphipoda","Gammaridae",49.69
"Gammarus lacustris",6,20,0.0151294750350504,0.272778761865283,0.0137385104075356,881959524514.288,2219867,51385117580165.1,"Amphipoda","Gammaridae",1.72
"Gammarus pulex",141,712,0.0664314256859926,8.93696510125671e-49,0.00444774321238522,2233226400324.19,2219853,7700173098077.35,"Amphipoda","Gammaridae",29
"Gammarus roeselii",5,64,0.0383782482718227,0.00653625794818981,0.0138327131670053,762893290445.701,5864277,1198317363854.55,"Amphipoda","Gammaridae",63.66
"Gammarus tigrinus",4,123,0.00277376426352011,0.85784765644765,0.0154367106224855,491313924067.121,2219863,20952446171807.6,"Amphipoda","Gammaridae",2.34
"Gammarus zaddachi",3,19,0.0395902326331855,0.0563219099802984,0.0203555733300381,496645186562.446,2219861,3542900721196.35,"Amphipoda","Gammaridae",14.02
"Gerris argentatus",1,27,0.0040285477160752,0.265491270224917,0.00353347383880309,367412879499.857,5758660,10448840487777.9,"Hemiptera","Gerridae",3.52
"Gerris gibbifer",1,3,0.000533190138893619,0.893153406896259,0.00392601014468724,7547619316.03691,5758659,3781347718734.06,"Hemiptera","Gerridae",0.2
"Gerris lacustris",31,155,0.0043913248347696,0.22216039433643,0.00359388247731542,3061514984620.37,5154105,13558803889355.6,"Hemiptera","Gerridae",22.58
"Gerris lateralis",6,11,0.00515637613049255,0.188210719862921,0.00389827001265041,275315522991.812,5758665,6766807323254.76,"Hemiptera","Gerridae",4.07
"Gerris odontogaster",3,13,-0.00355275926604767,0.224989072337391,0.00289733607782718,1414971973720.34,5758658,6717357548585.23,"Hemiptera","Gerridae",21.06
"Gerris thoracicus",2,16,-0.00256649188688369,0.332445477345873,0.00262073887428076,404527065918.287,5758661,13049513051180.2,"Hemiptera","Gerridae",3.1
"Girardia tigrina",17,206,-0.0295182853860365,0.0177144639850338,0.0123924020180543,1184510298142.22,5892120,73866924747549.8,"Tricladida","Dugesiidae",1.6
"Glossiphonia complanata",153,744,-0.00579050528449967,0.00028602595334607,0.00159456473907649,4640995173583.56,2307956,62180985442720.4,"Hirudinida","Glossiphoniidae",7.46
"Glossiphonia concolor",34,69,0.00335522326398663,0.0180257464203001,0.00141559716059752,1113308008932.34,4411134,3125648998733.74,"Hirudinida","Glossiphoniidae",35.62
"Glossiphonia paludosa",1,15,-0.00375093641280867,0.441641646240319,0.00477813384245534,1562727211661.53,2307954,NA,"Hirudinida","Glossiphoniidae",NA
"Glossiphonia verrucata",1,19,0.00653316718887972,0.113017048776209,0.00395012922653572,410163582047.642,2307957,7787661531409.28,"Hirudinida","Glossiphoniidae",5.27
"Glyphotaelius pellucidus",49,149,0.00610279380383735,5.46485416599458e-08,0.00111494728718474,1887923014467.29,1442831,12323491081166,"Trichoptera","Limnephilidae",15.32
"Goera pilosa",41,265,0.00327253387335543,0.139514972461669,0.00221286833655185,4361824027318.51,1441388,7825578200901.57,"Trichoptera","Goeridae",55.74
"Gomphus pulchellus",4,8,-0.000923818107182007,0.839184922719107,0.00454030437346148,28508110021.3618,5051947,3316103084841.16,"Odonata","Gomphidae",0.86
"Gomphus vulgatissimus",5,81,-0.00513782715329175,0.642053930543875,0.0110223484423691,1798381453459.53,5051951,11569437517457.9,"Odonata","Gomphidae",15.54
"Gordius aquaticus",1,5,0.00532583206463231,0.376558964530786,0.00587405361870012,302492380096.452,2255445,15524993096927.9,"Gordioidea","Gordiidae",1.95
"Grammotaulius nigropunctatus",1,1,-0.00299020417858052,0.604419865975771,0.0056707120334191,NA,1441893,8345892051747.09,"Trichoptera","Limnephilidae",NA
"Graptodytes pictus",8,62,-0.00793067571414885,0.0237704225040818,0.00347500884718257,664066887698.668,4470158,5404959126947.99,"Coleoptera","Dytiscidae",12.29
"Guadalgenus franzi",2,2,0.00222619587294673,0.848100052690892,0.011563496344143,NA,2004325,234110678176.068,"Plecoptera","Perlodidae",NA
"Guttipelopia guttipennis",3,4,-0.00551442404452455,0.340768846079338,0.00574174451819771,242407893021.16,1455370,27232370377830.6,"Diptera","Chironomidae",0.89
"Gyraulus acronicus",3,28,0.0905261980249828,4.06622051643867e-07,0.016009221719233,439736917517.471,4562199,4258799823698.39,"Lymnaeida","Planorbidae",10.33
"Gyraulus albus",82,381,-0.0194996628009908,2.29489784824213e-15,0.00244000289872958,3747897901270.29,4562206,6916185548393.58,"Lymnaeida","Planorbidae",54.19
"Gyraulus crista",30,212,-0.0262376049636047,3.62579145911935e-09,0.004389716727859,2555060358157.19,11404395,NA,"Lymnaeida","Planorbidae",NA
"Gyraulus parvus",13,45,-0.0331292027734304,6.57316802027877e-06,0.00722875163540331,2351544246604.97,2290996,49202006411408.4,"Lymnaeida","Planorbidae",4.78
"Gyrinus aeratus",3,8,-0.0011729616039389,0.893674885233717,0.00874117091063928,449416569496.144,4988191,4082083158213.83,"Coleoptera","Gyrinidae",11.01
"Gyrinus caspius",3,4,0.000708971964657315,0.884408608128876,0.00485717120835674,339278740219.173,6097387,6274314145274.82,"Coleoptera","Gyrinidae",5.41
"Gyrinus marinus",3,7,-0.0226864769014168,0.125257836552943,0.014598103036838,128118793744.121,4988164,6241886331249.12,"Coleoptera","Gyrinidae",2.05
"Gyrinus paykulli",1,2,-4.1730715265986e-05,0.99404472840979,0.00551795543336774,NA,6097389,3792868149500.45,"Coleoptera","Gyrinidae",NA
"Gyrinus substriatus",29,98,0.00135799269402718,0.496881000048198,0.00199766694817234,1355885412161.48,5872038,32080069800958.2,"Coleoptera","Gyrinidae",4.23
"Gyrinus urinator",1,26,-0.00115832357391203,0.955484268118073,0.0204636421350617,20884671375.1397,7003997,3739028839578.08,"Coleoptera","Gyrinidae",0.56
"Habroleptoides confusa",3,37,-0.0376693488647391,0.0197377977265199,0.0157647374055682,1207721084310.31,4481214,2011022299607.42,"Ephemeroptera","Leptophlebiidae",60.06
"Habrophlebia fusca",8,79,-0.0238662874848157,0.00526949313906555,0.00844549020314058,2431677964408.44,1407344,5431936953704.52,"Ephemeroptera","Leptophlebiidae",44.77
"Haemopis sanguisuga",20,67,0.00455360124973832,0.00311010684224889,0.00153177663802254,1978108566670.45,4411067,89746768988511.1,"Hirudinida","Haemopidae",2.2
"Halesus digitatus",66,193,0.00404980905936122,0.00808064625241548,0.00152689079231796,2767828826907.16,1441931,8630378152317.76,"Trichoptera","Limnephilidae",32.07
"Halesus radiatus",125,393,0.0174813495275836,1.33805716301933e-19,0.00191567774413276,2466276723376.48,1441933,6956886104668.53,"Trichoptera","Limnephilidae",35.45
"Halesus tesselatus",47,91,-0.00394565719934517,0.0118852471970165,0.00156581937009593,1555691791382.14,1441927,10099487265672.1,"Trichoptera","Limnephilidae",15.4
"Haliplus confinis",2,22,0.00119866352162132,0.875530712840081,0.00760702484818806,338032848285.554,4308903,5079305755647.79,"Coleoptera","Haliplidae",6.66
"Haliplus flavicollis",4,25,0.00373765157985565,0.504876003197168,0.00557910274885986,429552249462.65,4470329,7226880139400.92,"Coleoptera","Haliplidae",5.94
"Haliplus fluviatilis",5,94,-0.0168904208767399,0.111560413991604,0.0105210378880586,1418735289405.72,4470352,4447940605014,"Coleoptera","Haliplidae",31.9
"Haliplus fulvus",2,6,0.00342989236384675,0.245947405501696,0.00291675526332138,1073186698766.35,4470338,31449000130553.8,"Coleoptera","Haliplidae",3.41
"Haliplus heydeni",4,26,0.000226253936983603,0.933324043424352,0.00269643035091707,482419711620.844,4470353,5573862239128.94,"Coleoptera","Haliplidae",8.66
"Haliplus immaculatus",5,44,0.0156179881937937,0.109525939384328,0.00967804124644112,632320270048.967,4470362,5224316079721.96,"Coleoptera","Haliplidae",12.1
"Haliplus laminatus",3,27,-0.0368401398064849,0.000749886134296815,0.0103877017835796,364251270296.93,4470323,2003266822435,"Coleoptera","Haliplidae",18.18
"Haliplus lineatocollis",12,117,0.0015039199012076,0.73114998428977,0.00437222082159306,834784109376.626,4470366,5242542573488.69,"Coleoptera","Haliplidae",15.92
"Haliplus obliquus",1,6,0.0170742951964859,0.168257690916343,0.0118932263627463,2091244402.0174,4470371,4176068913854.06,"Coleoptera","Haliplidae",0.05
"Haliplus ruficollis",8,45,4.54337558052925e-05,0.988584758314004,0.00317101450722366,1413848931841.89,4470363,7976822233166.82,"Coleoptera","Haliplidae",17.72
"Haliplus sibiricus",6,40,0.000569141774174106,0.905304066734767,0.00477430919660607,288614265068.336,4470349,5473660936823.57,"Coleoptera","Haliplidae",5.27
"Haliplus varius",1,1,0.00127202832713696,0.777763044932783,0.00443981362452389,NA,4470370,1488898143936.43,"Coleoptera","Haliplidae",NA
"Haplotaxis gordioides",1,10,-0.00409002312009336,0.674978365543283,0.00959532502406137,508039435442.983,2308708,1993898675532.85,"Tubificida","Haplotaxidae",25.48
"Heleniella ornaticollis",2,6,-0.00194901196136199,0.681957514802237,0.00472458575278089,5582248007.44666,5055239,4317495312464.69,"Diptera","Chironomidae",0.13
"Helobdella stagnalis",157,700,-0.0103787868696343,2.52657094840845e-08,0.00185864007491733,4394151924655.77,2307936,510066073117989,"Hirudinida","Glossiphoniidae",0.86
"Helochares lividus",1,8,-0.000216852452934869,0.956865321205313,0.00396385663680153,251799444792.366,4433843,4384426483311.25,"Coleoptera","Hydrophilidae",5.74
"Helochares obscurus",1,31,0.00125977677889652,0.757805478060354,0.00403236921963247,550360820890.917,4433852,5730211019055.08,"Coleoptera","Hydrophilidae",9.6
"Helophorus aequalis",5,21,-0.00397238459132224,0.151976881489517,0.00275291788644295,149192386444.062,5745180,3799645869889.73,"Coleoptera","Helophoridae",3.93
"Helophorus aquaticus",1,4,-0.0111293454909263,0.0712212258810842,0.00585685795049924,4750433502.50933,1033938,5867582024346.57,"Coleoptera","Helophoridae",0.08
"Helophorus arvernicus",10,14,0.000734643275016383,0.596978355377065,0.00138750345298203,210188390670.418,5745047,2547352182935.92,"Coleoptera","Helophoridae",8.25
"Helophorus brevipalpis",16,66,-0.000825428304293767,0.564842519378739,0.00143259653059578,929631357651.542,1033958,7872522330727.82,"Coleoptera","Helophoridae",11.81
"Helophorus flavipes",2,6,0.00129661202910743,0.651110168601916,0.00284762535567327,242721754042.693,5745065,7164366331535.83,"Coleoptera","Helophoridae",3.39
"Helophorus grandis",6,21,-0.00108125925653015,0.620878138613926,0.00218098963208444,239036436002.496,1033951,13388058147322.3,"Coleoptera","Helophoridae",1.79
"Helophorus minutus",2,18,-0.00976459729880455,0.0617404471722062,0.00510208025908754,639227015992.538,5745130,5922970262928.89,"Coleoptera","Helophoridae",10.79
"Helophorus obscurus",2,15,0.00649533363785187,0.022538819179497,0.00274485671193995,224849194126.075,4433782,3045646002980.12,"Coleoptera","Helophoridae",7.38
"Hemiclepsis marginata",26,140,-0.00345330959627855,0.0479485343738925,0.00174230515095149,3211137113648.21,4308093,15881855649531.9,"Hirudinida","Glossiphoniidae",20.22
"Hemimelaena flaviventris",2,2,-0.0212890880418735,0.151626747302288,0.0146254655551988,NA,2004337,351843455888.126,"Plecoptera","Perlodidae",NA
"Hemimysis anomala",2,5,0.0194621005428674,0.150808501307762,0.0133051902538066,419793789905.287,2220312,16237466032919.1,"Mysida","Mysidae",2.59
"Heptagenia dalecarlica",6,50,0.0227189540544219,0.00059292385135154,0.00645064826576505,543488664158.502,4481432,1316201407535.97,"Ephemeroptera","Heptageniidae",41.29
"Heptagenia flava",6,68,0.0380047494654017,3.24638463128486e-05,0.00881309706382926,1099950779464.3,4481427,8583669709716.27,"Ephemeroptera","Heptageniidae",12.81
"Heptagenia longicauda",1,26,-0.0521096964129115,0.0426634947327408,0.0241478666937706,260997412639.645,4481433,4333458827591.93,"Ephemeroptera","Heptageniidae",6.02
"Heptagenia sulphurea",45,313,0.0535181523642379,3.06100837313843e-42,0.00374879868965207,3802668692212.25,4481425,28417671467605.8,"Ephemeroptera","Heptageniidae",13.38
"Hesperocorixa castanea",1,4,-0.00646220309744894,0.096091173755315,0.00371700309224203,992291235.403277,4485378,3193967139536.13,"Hemiptera","Corixidae",0.03
"Hesperocorixa linnaei",4,39,-0.000709376484038688,0.62879048532751,0.00146218446920339,1798922829916.91,4485382,6262891489755.05,"Hemiptera","Corixidae",28.72
"Hesperocorixa sahlbergi",29,93,0.000316509429491837,0.80900462685438,0.00130892628095578,987895337298.332,4485375,6755641441731.98,"Hemiptera","Corixidae",14.62
"Heterotanytarsus apicalis",23,34,0.00225961531076821,0.286508701508426,0.00211791122459809,11644984076.4676,1451071,3325577681492.26,"Diptera","Chironomidae",0.35
"Heterotrissocladius marcidus",72,151,0.00619863486107477,0.0187101008812994,0.00263363266620049,410507031209.642,1446335,3549345674878.24,"Diptera","Chironomidae",11.57
"Hippeutis complanatus",15,103,-0.000252976064596366,0.936087746377083,0.00315233112159961,2171870623342.57,4562232,5693358502413.87,"Lymnaeida","Planorbidae",38.15
"Holocentropus dubius",2,19,0.00645267471624955,0.559526713217222,0.0109652115263973,715600276292.269,1437577,4196583625595.33,"Trichoptera","Polycentropodidae",17.05
"Holocentropus picicornis",5,20,0.00210427917852345,0.679826624927388,0.0050846178323875,1350221772870.14,1437589,6628565799448.03,"Trichoptera","Polycentropodidae",20.37
"Holocentropus stagnalis",1,2,0.0117401528305255,0.198323170329631,0.00883823593666517,NA,1437581,3984592223732.5,"Trichoptera","Polycentropodidae",NA
"Holostomis atrata",1,7,-0.00672257993162754,0.163604582449015,0.00464836457596615,40185641902.3937,NA,NA,"Trichoptera","Phryganeidae",NA
"Hydatophylax infumatus",6,31,0.00277201334582151,0.2269200361006,0.0022829743824566,768152811509.787,1442255,4627135403135.66,"Trichoptera","Limnephilidae",16.6
"Hydraena britteni",3,3,0.0061775573776229,0.178942848376008,0.00454594195291016,1586610456.41989,5748098,3992022149952.42,"Coleoptera","Hydraenidae",0.04
"Hydraena gracilis",46,244,0.00754936488659785,0.000298051313320869,0.00207995241088535,2218189159199.47,5748088,6179793915495.11,"Coleoptera","Hydraenidae",35.89
"Hydraena nigrita",3,10,-0.000828506079914119,0.793942555073423,0.00315835070038883,587508293975.199,5748138,2479990576984.18,"Coleoptera","Hydraenidae",23.69
"Hydraena riparia",13,60,0.000686041732315044,0.732684926068824,0.00200650823512477,1458011179938.7,5748171,16773835101102.2,"Coleoptera","Hydraenidae",8.69
"Hydraena testacea",2,14,-0.00733826541803847,0.425635727769811,0.00912354246415633,47799392803.0793,5748191,3042317736510.17,"Coleoptera","Hydraenidae",1.57
"Hydrobaenus lugubris",1,1,-0.0041394224877173,0.36799019650034,0.00449907972437729,NA,1453255,183936591027.829,"Diptera","Chironomidae",NA
"Hydrobius fuscipes",21,95,-0.00276042181370658,0.0583929036474782,0.00145483591592192,1647516379832.52,4988130,49640858432215.5,"Coleoptera","Hydrophilidae",3.32
"Hydrometra stagnorum",33,115,-0.0157906944235951,2.72271053834527e-06,0.0033418073019132,1857609513232.92,2049340,16450625374921.7,"Hemiptera","Hydrometridae",11.29
"Hydroporus angustatus",3,6,-0.000691112238967265,0.842821041376171,0.00347107713663217,935463352988.089,4470023,10312579372245.3,"Coleoptera","Dytiscidae",9.07
"Hydroporus discretus",1,1,-0.00698264898449226,0.0705406995411912,0.00367396952628928,NA,4470033,5914075427512.74,"Coleoptera","Dytiscidae",NA
