"name","nsite1","nsite2","trend","p.value","std.error","MCP1","taxonKey","MCP2","order","family","perc_range_coverage"
"Hydroporus erythrocephalus",3,4,0.00179192880119433,0.470953089696107,0.00247060070668996,34281350118.2212,4470065,6083990876924.79,"Coleoptera","Dytiscidae",0.56
"Hydroporus incognitus",5,6,0.00133726436057887,0.664525806547268,0.0030754050104605,79134619122.3562,4470076,6979059216954.38,"Coleoptera","Dytiscidae",1.13
"Hydroporus memnonius",1,1,-0.00139758048275425,0.75200956538112,0.00436523430549286,NA,4470056,6180377409262.47,"Coleoptera","Dytiscidae",NA
"Hydroporus palustris",17,61,0.000217201847139325,0.849980243416931,0.00114753563549034,1960115334867.08,4470040,13205566300287,"Coleoptera","Dytiscidae",14.84
"Hydroporus planus",4,12,-0.00397465421250221,0.0936208445805863,0.00234311951527466,683796570963.243,4470085,9518711179520.46,"Coleoptera","Dytiscidae",7.18
"Hydropsyche angustipennis",85,379,-0.0104271104347419,0.000377619742205006,0.00292763613621087,3966786084775.4,5054043,8135133250813.07,"Trichoptera","Hydropsychidae",48.76
"Hydropsyche bulbifera",19,66,0.0285323816925328,0.00238847186573403,0.00934167278590719,951639622699.771,5054073,3476227880908.61,"Trichoptera","Hydropsychidae",27.38
"Hydropsyche contubernalis",2,123,0.0484915296459788,0.0166083551473045,0.019394308776635,3368935898229.6,5054085,8254770421537.12,"Trichoptera","Hydropsychidae",40.81
"Hydropsyche dinarica",1,19,0.0161673925833669,0.385830832906857,0.018254648867865,138579887120.176,5054053,1488474196885.29,"Trichoptera","Hydropsychidae",9.31
"Hydropsyche exocellata",34,91,0.00320440991126421,0.722187013773123,0.00900974486782571,867172474671.89,5054024,2724125112772.51,"Trichoptera","Hydropsychidae",31.83
"Hydropsyche fulvipes",2,6,-0.0280663397787143,0.056469487747019,0.014380080075387,412306721203.666,5054111,3067900325238.76,"Trichoptera","Hydropsychidae",13.44
"Hydropsyche instabilis",7,85,-0.0192717256044121,0.00964066580814694,0.007355742406291,2328990549035.27,5054177,6666778285529.49,"Trichoptera","Hydropsychidae",34.93
"Hydropsyche pellucidula",80,529,0.0181872390880664,2.65151025298581e-07,0.00352031061701094,4386698744961,5054150,9959772014022.56,"Trichoptera","Hydropsychidae",44.04
"Hydropsyche saxonica",8,68,0.00464863523995762,0.132786833924153,0.00307673613589434,2239854526381.2,5053991,4774143563792.69,"Trichoptera","Hydropsychidae",46.92
"Hydropsyche siltalai",107,619,0.0146639774932887,3.75406695031546e-05,0.00355080127487321,3426846626775.05,5054160,7554815473545.92,"Trichoptera","Hydropsychidae",45.36
"Hydroptila sparsa",9,18,0.018006493447364,0.00381084942624316,0.00615080403418187,714584356393.399,1433480,7141845799075.42,"Trichoptera","Hydroptilidae",10.01
"Hygrotus inaequalis",4,33,0.00327053540746819,0.149909175109439,0.00225065984362623,830519300986.562,4469957,23257411266391.3,"Coleoptera","Dytiscidae",3.57
"Hygrotus versicolor",3,39,0.00879331470771642,0.207408214350791,0.00690197351112515,198387914027.614,4469959,4683647605289.27,"Coleoptera","Dytiscidae",4.24
"Hypania invalida",5,58,0.123604111768334,2.47184780322974e-07,0.0222672114531866,876229040906.165,5199161,4403216333817.77,"Terebellida","Ampharetidae",19.9
"Hyphydrus ovatus",11,70,0.0036926464633709,0.196069201426994,0.00284826453828548,902253525325.754,4469919,6232984547567.13,"Coleoptera","Dytiscidae",14.48
"Ilybius fuliginosus",5,34,-0.0076485526186107,0.157341135468686,0.00537421831417203,910987880644.734,1038778,14502527004653.8,"Coleoptera","Dytiscidae",6.28
"Ilyocoris cimicoides",9,109,0.00957300653693424,0.0175713871202675,0.00399741775158628,1510572508160.35,4485505,36330960037186,"Hemiptera","Naucoridae",4.16
"Ilyodrilus templetoni",3,34,0.00921701546831997,0.0667753418999139,0.0049422498150957,9238733882.25767,2308490,3965872496728.53,"Tubificida","Naididae",0.23
"Ironoquia dubia",7,22,-0.00441168925558938,0.329420084714544,0.0045091703607663,970397247096.361,1441765,2720797565034.84,"Trichoptera","Limnephilidae",35.67
"Ischnura elegans",9,181,-0.0269532994443176,0.00298088165857229,0.0089517642596869,1586265041063.07,1423395,58171973842773.6,"Odonata","Coenagrionidae",2.73
"Isoperla difformis",23,68,0.0121377969660758,8.43880682114504e-07,0.00243562724304852,441882599702.884,2004213,2381786007765.09,"Plecoptera","Perlodidae",18.55
"Isoperla grammatica",33,287,0.0123816827868012,0.00134264755360157,0.00384659107307767,4905867395212.76,2004039,24243299617406.7,"Plecoptera","Perlodidae",20.24
"Isoperla obscura",6,25,0.0113371954503013,0.220788161852804,0.00921427330779552,1124554302947.46,2004134,2773396960147.97,"Plecoptera","Perlodidae",40.55
"Isoptena serricornis",3,8,0.0157039054174447,0.00369592778536245,0.00522526604162316,67150912967.4301,2003689,1825065271257.28,"Plecoptera","Chloroperlidae",3.68
"Ithytrichia lamellaris",9,87,0.0178767951480341,0.0565424874930668,0.00931764807037603,3311911644549.34,1431966,6736321354270.76,"Trichoptera","Hydroptilidae",49.16
"Jaera istri",4,87,0.236585454895518,6.31930158128530e-12,0.0290465029503756,643969611236.396,5177089,820784883876.926,"Isopoda","Janiridae",78.46
"Jungiella longicornis",2,2,-0.00121815792235194,0.67058429169854,0.00284516684101651,NA,1642595,NA,"Diptera","Psychodidae",NA
"Jungiella soleata",4,5,-0.00228086718860583,0.378481380821835,0.0025763175703137,5892587735.41435,10913872,456558580542.435,"Diptera","Psychodidae",1.29
"Kageronia fuscogrisea",26,93,0.000528746677774602,0.885238903728434,0.00366186689758267,2371254560785.19,4481489,4822347643682.45,"Ephemeroptera","Heptageniidae",49.17
"Kiefferulus tendipediformis",1,14,0.0393652712093231,0.00288938936493948,0.0114271958865568,7240945174.11103,1450885,3530674192642.71,"Diptera","Chironomidae",0.21
"Kloosia pusillus",1,1,0.00151199214792182,0.875876934560229,0.00956262467567053,NA,1455678,16930702370.7652,"Diptera","Chironomidae",NA
"Labiobaetis atrebatinus",1,6,-0.0126205014357932,0.55820375834714,0.021154022844864,584810215419.873,7184552,15408446340376.3,"Ephemeroptera","Baetidae",3.8
"Laccobius bipunctatus",5,25,-0.0130001205179966,0.00174564682835424,0.00405022065444408,627558338953.844,4404556,6179675214793.2,"Coleoptera","Hydrophilidae",10.16
"Laccobius colon",2,13,0.0103446668528355,0.374488948061909,0.0115074119027507,7213471977.84947,4434088,4324621019182.28,"Coleoptera","Hydrophilidae",0.17
"Laccobius minutus",7,47,-0.0180423482056121,0.0017846041405318,0.00567283633384777,1605426743939.82,4434080,17148249133857.4,"Coleoptera","Hydrophilidae",9.36
"Laccobius striatulus",3,7,-0.00447942243762382,0.104695162961541,0.00271970233640435,236522360465.711,4404596,5865059586307.25,"Coleoptera","Hydrophilidae",4.03
"Laccophilus hyalinus",4,72,-0.000678742234429972,0.92377489833218,0.00707007078316085,1398150700961.15,4469786,6216970189551.2,"Coleoptera","Dytiscidae",22.49
"Laccophilus minutus",1,43,-0.00703378135254678,0.188587728204716,0.00514701880131978,564795984594.285,1038313,6931811132242.47,"Coleoptera","Dytiscidae",8.15
"Lepidostoma hirtum",47,375,0.0302342809354568,7.94829729236414e-13,0.00416859408206463,3309655257992.87,5054529,15452110544889.8,"Trichoptera","Lepidostomatidae",21.42
"Leptocerus tineiformis",3,17,0.0027185023762648,0.750037525330806,0.00849508361658178,1273975196540.79,1436145,10177948207957.9,"Trichoptera","Leptoceridae",12.52
"Leptophlebia marginata",50,172,-0.00120248958384106,0.603367795474684,0.00231376228436604,1658393483573.92,4481232,6130726192438.72,"Ephemeroptera","Leptophlebiidae",27.05
"Leptophlebia vespertina",9,84,0.00963185243303847,0.278239018307931,0.00885785005135265,1121501133297.08,4481234,4082840559137.38,"Ephemeroptera","Leptophlebiidae",27.47
"Lestes sponsa",1,4,-0.00345934701866704,0.470196267164784,0.00469934935138845,94300319854.1914,1424038,37244856152243.7,"Odonata","Lestidae",0.25
"Leuctra digitata",7,20,0.0145389250181699,0.0167769440042141,0.00601029995560081,664096936053.336,2001945,3161584222115.07,"Plecoptera","Leuctridae",21.01
"Leuctra fusca",15,270,-0.00424344999822187,0.367393750718469,0.00470125574512806,3107583696300.55,2001954,17852026651570.2,"Plecoptera","Leuctridae",17.41
"Leuctra geniculata",31,190,-0.0244493177270933,0.00402888168731807,0.00847407652476212,1330243920471.88,2001671,3168716407380.54,"Plecoptera","Leuctridae",41.98
"Leuctra hippopus",45,303,0.0266480806079734,1.21787659709471e-21,0.00272350574694611,2645877505955.59,2001976,7867550533124.27,"Plecoptera","Leuctridae",33.63
"Leuctra inermis",1,95,0.0374039696887735,0.0812261753289495,0.0202492346892561,687961650594.624,2001864,11410881716244,"Plecoptera","Leuctridae",6.03
"Leuctra nigra",24,188,0.0181431089375881,0.00014190044151627,0.00473319008473946,2449085464329.81,2001985,14380605500734.7,"Plecoptera","Leuctridae",17.03
"Libellula quadrimaculata",1,4,-0.00543519468151336,0.314562387730428,0.00525349187911136,302647662513.18,1427915,101441933023768,"Odonata","Libellulidae",0.3
"Limnebius crinifer",1,5,-0.00624955800778808,0.147717984659778,0.00415793525506721,9066373356.31108,4448322,3728955187522.16,"Coleoptera","Hydraenidae",0.24
"Limnebius nitidus",1,4,-0.00420367666832416,0.566676366911299,0.00722642838122183,2721590497.41608,4448285,2200693806792.92,"Coleoptera","Hydraenidae",0.12
"Limnebius truncatellus",13,21,-0.00169778304292726,0.299814214291304,0.00163454272004907,531578048309.437,4448316,6008049340680.67,"Coleoptera","Hydraenidae",8.85
"Limnephilus affinis",2,6,0.0014946766456974,0.557596681483447,0.00253063989320108,88432171615.6246,1442618,22991986312240.8,"Trichoptera","Limnephilidae",0.38
"Limnephilus auricula",9,18,0.00943807869087982,0.0511742626939761,0.00481165778824151,612662921637.211,1442566,8350151596940.06,"Trichoptera","Limnephilidae",7.34
"Limnephilus binotatus",4,12,0.000260024090298092,0.884814435047422,0.00179012695544919,1254495483304.62,4481966,4084647430793.56,"Trichoptera","Limnephilidae",30.71
"Limnephilus bipunctatus",2,6,0.000808806511739376,0.790248538574381,0.00302231098967454,638946461936.499,1442666,6417783413043.79,"Trichoptera","Limnephilidae",9.96
"Limnephilus borealis",3,4,0.0246227195888916,0.00427645880592598,0.00830590105721274,21485096046.7577,1442714,3266978139791.67,"Trichoptera","Limnephilidae",0.66
"Limnephilus centralis",3,9,0.00157887324104742,0.547117460573439,0.00260940661267491,583816454652.85,1442607,5161695199973.84,"Trichoptera","Limnephilidae",11.31
"Limnephilus decipiens",5,17,-0.00272479022807265,0.338828084857911,0.00283658287358175,735229478097.321,1442688,4517851947060.59,"Trichoptera","Limnephilidae",16.27
"Limnephilus extricatus",76,166,-0.00166129488721861,0.184536978513971,0.00125148807529041,765852625596.148,1442515,4934975076675.57,"Trichoptera","Limnephilidae",15.52
"Limnephilus flavicornis",51,113,0.00988926463260992,4.44827379519073e-09,0.00167270264670365,1446465179787.53,1442690,9045157194862.75,"Trichoptera","Limnephilidae",15.99
"Limnephilus fuscicornis",10,22,-0.00549094333644008,0.0520509100031909,0.00281249264637965,568986648160.089,1442669,4387258201664.22,"Trichoptera","Limnephilidae",12.97
"Limnephilus ignavus",1,4,0.00559229603418329,0.596238422502455,0.0103681239890007,4746072629.04461,1442653,4676519290493.62,"Trichoptera","Limnephilidae",0.1
"Limnephilus lunatus",112,413,0.00920716478595645,6.31865979669043e-06,0.00203472175212952,1917594035498.46,1442474,9393721664977.65,"Trichoptera","Limnephilidae",20.41
"Limnephilus marmoratus",19,79,0.00234581460695355,0.248676371102245,0.00203067020811527,482723350004.34,1442615,6793050070103.7,"Trichoptera","Limnephilidae",7.11
"Limnephilus politus",2,11,0.0106680187816333,0.402587120750819,0.0125990241697329,94028329429.7879,1442467,4696134468737.39,"Trichoptera","Limnephilidae",2
"Limnephilus rhombicus",100,245,0.00627381808596748,7.91155537584557e-06,0.00140103043376335,2171903846687.27,1442729,54129040029859.4,"Trichoptera","Limnephilidae",4.01
"Limnephilus sparsus",3,5,0.001515310074106,0.720739400385307,0.0042208935411779,101481616352.6,1442627,11363049809978.4,"Trichoptera","Limnephilidae",0.89
"Limnephilus stigma",1,1,-0.00584972279701381,0.198709364268647,0.00440774020182389,NA,1442540,6407860868771.63,"Trichoptera","Limnephilidae",NA
"Limnephilus vittatus",2,10,-0.00499773654781737,0.348665090332034,0.00526506681949408,858151209537.331,1442619,10018650156949.3,"Trichoptera","Limnephilidae",8.57
"Limnius volckmari",65,496,0.0468941437761763,5.33835813569417e-46,0.00317711820324531,3286074433874.31,4427719,8295188632335.42,"Coleoptera","Elmidae",39.61
"Limnodrilus claparedianus",7,43,-0.00789340933505737,0.26522675638147,0.0070592558074085,225282876258.767,2308550,7918083574544.68,"Tubificida","Naididae",2.85
"Limnodrilus hoffmeisteri",8,66,-0.0102072836427796,0.479560143774425,0.014405783837748,1588010770671.66,2308543,510066073117989,"Tubificida","Naididae",0.31
"Limnodrilus profundicola",3,9,-0.0132992766869906,0.430076633548941,0.0167443393489649,1150714746592.43,2308557,2433044768970.57,"Tubificida","Naididae",47.3
"Limnodrilus udekemianus",4,15,-0.00420614394726307,0.787966538548196,0.0155891595304046,824165930424.399,2308552,42654570077821.5,"Tubificida","Naididae",1.93
"Limnomysis benedeni",3,53,0.0217729614509972,0.000435822191361659,0.00585830652905931,844709009256.983,2220347,2431714580059.38,"Mysida","Mysidae",34.74
"Limnophora riparia",2,86,0.00150371383889987,0.727430841260752,0.00428409277633951,62107048411.1056,1530131,5500637549428.76,"Diptera","Muscidae",1.13
"Lithax obscurus",1,3,-0.0141943698131549,0.10217430448991,0.00832249105707827,246179427574.235,1441518,1351812300401.18,"Trichoptera","Goeridae",18.21
"Lophochaeta ignota",25,53,-0.00502797460425824,0.197473453627635,0.00389689800415038,313792654124.657,2308443,2022107424489.4,"Tubificida","Naididae",15.52
"Lumbriculus variegatus",124,285,-0.00675647964397672,1.55781663998032e-05,0.00156109802026665,1987018462176.72,2308023,510066073117989,"Lumbriculida","Lumbriculidae",0.39
"Lymnaea stagnalis",31,230,-0.00146995002469983,0.441710041226617,0.00190963773676902,2515133345082.85,2291253,510066073117989,"Lymnaeida","Lymnaeidae",0.49
"Lype phaeopa",42,144,0.00196755169263299,0.0874187126597678,0.0011499575899039,1668959438802.9,1438862,5322345416818.03,"Trichoptera","Psychomyiidae",31.36
"Lype reducta",33,194,0.00531180813801656,0.000301895923957371,0.00146277957635132,2342219679879.65,1438868,6086281346391.16,"Trichoptera","Psychomyiidae",38.48
"Macronychus quadrituberculatus",3,31,0.0189328609029602,0.0765835555457696,0.0105039770247127,1544244831276.64,4427757,4525444200248.22,"Coleoptera","Elmidae",34.12
"Macropelopia adaucta",1,3,0.0072907491481489,0.711519290278217,0.0194489508936987,98060500.5687302,1447580,3893589140627.71,"Diptera","Chironomidae",0
"Macropelopia nebulosa",46,77,-0.00596212324885921,0.00399550496709492,0.00206654002965576,201848437386.364,1447535,8160535813085.39,"Diptera","Chironomidae",2.47
"Marstoniopsis insubrica",1,6,0.00473946790126557,0.346248750485836,0.00493299459281171,24025304226.4932,4560882,2383755907823.17,"Littorinida","Amnicolidae",1.01
"Melampophylax mucoreus",1,11,-0.00210906430855951,0.829591635357934,0.00965787707162588,147845138055.376,1442439,1769187620705.98,"Trichoptera","Limnephilidae",8.36
"Menetus dilatatus",2,4,-0.0140534038035362,0.54366271038414,0.0229277042884748,5292261181.48934,5189713,7287202378201.96,"Lymnaeida","Planorbidae",0.07
"Mesovelia furcata",2,14,0.0128555325337032,0.0495679683643443,0.0063619698238643,349326983994.102,2012232,6776184496429.49,"Hemiptera","Mesoveliidae",5.16
"Metriocnemus eurynotus",5,10,-0.00209890147859784,0.244655262176466,0.00179543337772476,6337082843.70333,1450241,4137554532999.54,"Diptera","Chironomidae",0.15
"Metriocnemus hirticollis",1,3,-0.0144627950569749,0.132295025790734,0.00923552207340634,5389274313.14904,1450222,NA,"Diptera","Chironomidae",NA
"Metriocnemus inopinatus",1,2,-0.00200407767338411,0.650040220124813,0.00435396691187475,NA,1450192,42977534594.3994,"Diptera","Chironomidae",NA
"Micrasema setiferum",1,32,-0.0329133594924718,0.0517685290830625,0.0159596137179967,1314576620662.49,1443388,2596116992405.19,"Trichoptera","Brachycentridae",50.64
"Microcara testacea",1,2,-0.017786903125512,0.276362428292326,0.0159522624424229,NA,4428236,6887392616330.79,"Coleoptera","Scirtidae",NA
"Microchironomus deribae",1,1,-0.000716996756894803,0.848135991078974,0.00369822130347948,NA,1447718,160793016018.896,"Diptera","Chironomidae",NA
"Micronecta minutissima",1,2,-0.0117992803409727,0.790569805097189,0.0437734752699593,NA,4485462,2132977657842.72,"Hemiptera","Micronectidae",NA
"Micropsectra apposita",15,22,-0.0104515231979331,0.00630972637227317,0.0038032836351125,15009832717.4117,1449165,2673668009615.93,"Diptera","Chironomidae",0.56
"Micropsectra atrofasciata",28,50,-0.013206724129078,0.000435261067995808,0.00373479261208336,130812717325.144,1449129,3521991765533.75,"Diptera","Chironomidae",3.71
"Micropsectra bidentata",1,1,-0.0040634861012438,0.271646997036209,0.00360776803381526,NA,1449040,58181059.1507415,"Diptera","Chironomidae",NA
"Micropsectra lindrothi",1,1,-0.00848013999481584,0.228987862646186,0.00686959598181741,NA,1449229,3247113915878.64,"Diptera","Chironomidae",NA
"Micropsectra notescens",16,30,-0.00806603067057617,0.00460123378445386,0.00282795553789139,44720382863.494,1449093,3163724633576.96,"Diptera","Chironomidae",1.41
"Microtendipes britteni",1,1,-0.00222281160874682,0.770951423366276,0.00753214083546825,NA,5767234,470000890860.41,"Diptera","Chironomidae",NA
"Microtendipes chloris",19,59,0.0212680127742519,0.00070818745135939,0.00623364091580404,77221186401.7784,5767231,4440619621061.08,"Diptera","Chironomidae",1.74
"Microtendipes pedellus",5,35,-0.0185479746162649,0.150887906795373,0.0128244973460391,307197426791.538,4297461,23028948139743.2,"Diptera","Chironomidae",1.33
"Molanna angustata",37,148,0.0103662928022835,3.77611396468835e-07,0.00202384233040614,1680684515460.97,1437382,4092857182815.58,"Trichoptera","Molannidae",41.06
"Molannodes tinctus",7,44,0.00380036441485394,0.564506558435143,0.00658137731580071,898843384054.023,1437347,2913002213876.25,"Trichoptera","Molannidae",30.86
"Monodiamesa bathyphila",12,24,0.0314798892111422,1.99181670043481e-10,0.00475047759633945,54234474015.348,1453029,2559830232884.77,"Diptera","Chironomidae",2.12
"Monopelopia tenuicalcar",1,7,-0.00413012138597243,0.676522091784097,0.00973868260112432,80284338573.6273,1450900,4242301355145.34,"Diptera","Chironomidae",1.89
"Musculium lacustre",2,63,0.000919785573085906,0.908047260028031,0.00790903596602914,1440134550396.61,2286717,81699144697810.9,"Sphaeriida","Sphaeriidae",1.76
"Mystacides azureus",59,362,0.0110433726359789,0.00511193854575102,0.0039377505118806,3518789725441.04,1435562,36402803089240.3,"Trichoptera","Leptoceridae",9.67
"Mystacides longicornis",9,117,0.00283694386462585,0.595006559187009,0.00532775489112142,1788624686362.47,1435559,44042750320774.9,"Trichoptera","Leptoceridae",4.06
"Mystacides nigra",4,56,-0.0266790076104759,0.0227933604459439,0.0115018630022618,1785411374803.86,4481587,4582234150654.76,"Trichoptera","Leptoceridae",38.96
"Myxas glutinosa",1,4,0.0389149484520982,0.144737160487466,0.0255247399823225,93762259044.9121,4562072,4708638643807.26,"Lymnaeida","Lymnaeidae",1.99
"Nais barbata",1,12,0.0226726784091823,0.16569754251543,0.0157589677271796,1176012851692.42,8282704,61308672555378,"Tubificida","Naididae",1.92
"Nais bretscheri",1,9,0.00922773531852735,0.437565619479285,0.0116488931504968,1199139199604.31,2308090,49045816171917.1,"Tubificida","Naididae",2.44
"Nais communis",3,19,-0.00676943193962414,0.644000713017212,0.0145772934915816,1239730991429.21,2308095,47583520554534,"Tubificida","Naididae",2.61
"Nais elinguis",3,28,0.00779150407018812,0.401806016378469,0.00923513327343073,1483058685489.07,2308093,19036074914146.4,"Tubificida","Naididae",7.79
"Nais pardalis",2,19,0.00990286017773135,0.317014030597489,0.00978165334449037,1242341501264.61,2308103,8745809501228.28,"Tubificida","Naididae",14.2
"Nais pseudobtusa",1,8,0.0013444852081939,0.737041787096287,0.00395374903861589,1166280617867.45,2308092,8284487087739.61,"Tubificida","Naididae",14.08
"Nais variabilis",3,17,0.0125886780989992,0.0461297708376915,0.00619717971354484,1227421948545.32,2308091,510066073117989,"Tubificida","Naididae",0.24
"Nanocladius dichromus",1,10,0.00522695389185664,0.439938767905001,0.00661826563035343,2745645899.34719,4519996,3145396056447.8,"Diptera","Chironomidae",0.09
"Nanocladius rectinervis",15,24,-0.0028930428980663,0.263891700784885,0.00258521175770114,95115794239.3102,1455232,4387968060555.09,"Diptera","Chironomidae",2.17
"Natarsia punctata",12,18,-0.00308482175524115,0.268376994669334,0.00278128329019803,11961154100.9019,1454763,292613855105.796,"Diptera","Chironomidae",4.09
"Nebrioporus assimilis",1,3,-0.0030373146749638,0.577929795771236,0.0053598364683864,220221878.179388,4470190,3401126449342.1,"Coleoptera","Dytiscidae",0.01
"Nebrioporus canaliculatus",1,1,0.00336018651463436,0.534784574963057,0.00531499156894316,NA,4470218,1713023929345,"Coleoptera","Dytiscidae",NA
"Nebrioporus depressus",41,87,-0.00289362342353585,0.15864328801105,0.00205107577184146,896702071008.001,1037897,7632002898506.47,"Coleoptera","Dytiscidae",11.75
"Nebrioporus elegans",9,146,-0.0187635101623413,0.0127171383629546,0.0074562042005709,412596198174.232,4470194,2325066597632.83,"Coleoptera","Dytiscidae",17.75
"Nectoporus sanmarkii",71,230,0.000897446598739797,0.77572034798244,0.00314949358173232,2066625043300.19,10906720,14557216102007.2,"Coleoptera","Dytiscidae",14.2
"Nemoura avicularis",66,275,0.0132081756256358,2.60673000753924e-18,0.00149361324748742,1390958223373.12,2003559,4197031327506.12,"Plecoptera","Nemouridae",33.14
"Nemoura cambrica",2,41,0.00361697674455179,0.283369370680485,0.00332258773105733,343476208091.32,2003529,2368652703001.88,"Plecoptera","Nemouridae",14.5
"Nemoura cinerea",130,436,0.00653165293820713,0.0181090171526755,0.00276211523611749,3069730874444.38,2002881,10293285448770.7,"Plecoptera","Nemouridae",29.82
"Nemoura dubitans",3,4,0.00191255689010254,0.556217372005606,0.00323421349563187,26017225480.1074,2003497,2255091776101.95,"Plecoptera","Nemouridae",1.15
"Nemoura flexuosa",34,87,0.0288285360677978,8.53893703754444e-12,0.00415448968361558,501812866678.979,2003565,3957567378620.84,"Plecoptera","Nemouridae",12.68
"Nemurella pictetii",50,161,0.00316558222297446,0.03971260920254,0.00153737609209001,1905472218862.29,2002691,16641734156132.9,"Plecoptera","Nemouridae",11.45
"Neolimnomyia filata",28,59,0.00108477975856761,0.524822724976519,0.00170485316308548,98464178608.6407,1518422,1047606260775.18,"Diptera","Limoniidae",9.4
"Nepa cinerea",34,155,-0.0084789376638624,3.77861505034926e-05,0.00204550972788728,2906466796980.81,5152456,64616049291003.7,"Hemiptera","Nepidae",4.5
"Nephrotoma flavipalpis",1,1,0.00141077427530733,0.712370922222355,0.00377957177887065,NA,1509290,4154119878412.55,"Diptera","Tipulidae",NA
"Neureclipsis bimaculata",16,114,0.0313303170794239,9.75637373775738e-08,0.00575502250718747,3440291681761.38,1437830,35787068165352.8,"Trichoptera","Polycentropodidae",9.61
"Nigrobaetis niger",34,175,0.0164834294016707,0.000188415905202012,0.00439312922711063,2760444368983.63,6932170,5833118351538.21,"Ephemeroptera","Baetidae",47.32
"Noterus clavicornis",8,78,0.0122105395579182,0.00245768897737669,0.00397092219133776,805216495874.073,4480614,6358227485497.82,"Coleoptera","Noteridae",12.66
"Noterus crassicornis",6,59,0.0176397604033505,0.00205777362675561,0.00561200711678657,644779579534.326,4480609,6844449501285.21,"Coleoptera","Noteridae",9.42
"Notidobia ciliaris",17,64,0.00575769923821603,0.0144222707289717,0.00234250544526945,881015868457.894,1435114,6152125569330.87,"Trichoptera","Sericostomatidae",14.32
"Notonecta glauca",24,150,1.46875310351995e-05,0.992719120664111,0.00160878604523273,1858813792240.88,2020522,22352744856654.8,"Hemiptera","Notonectidae",8.32
"Notonecta maculata",2,13,-0.00823998308817655,0.249588693066807,0.00704433017291392,567426433308.705,2020518,10751018297748.8,"Hemiptera","Notonectidae",5.28
"Notonecta obliqua",1,4,-0.013191542941409,0.258871810420204,0.0113815784179244,1169718044.79558,10728437,2840346132987.49,"Hemiptera","Notonectidae",0.04
"Notonecta viridis",3,29,-0.00618139767238979,0.485748058966372,0.00881349563030731,1490588430830.59,4485490,5329410921633.26,"Hemiptera","Notonectidae",27.97
"Nymphula nitidulata",5,10,0.0007824431541282,0.690157814872053,0.00195736544277213,31877329811.5318,4531690,11412420297651.7,"Lepidoptera","Crambidae",0.28
"Ochthebius dilatatus",5,7,-0.000752468283263887,0.713702096136295,0.00204575475082113,110464084517.054,4448033,3323356238761.61,"Coleoptera","Hydraenidae",3.32
"Ochthebius minimus",2,9,-0.00236689174115245,0.368841227754076,0.00260852509151474,210604914785.411,4448029,6256570820062.32,"Coleoptera","Hydraenidae",3.37
"Odeles marginata",6,22,0.00722666392854913,0.041073073898034,0.00350162663889072,332226687819.587,9256561,3956432371099.3,"Coleoptera","Scirtidae",8.4
"Odhneripisidium moitessierianum",2,20,-0.0189427491887123,0.034035989966918,0.00863033577213501,686640774343.7,7983644,11622967789565.9,"Sphaeriida","Sphaeriidae",5.91
"Odhneripisidium tenuilineatum",2,5,-0.0048510244693736,0.154441761146627,0.00334209847453036,374131617472.888,8072416,3108898048968,"Sphaeriida","Sphaeriidae",12.03
"Odontocerum albicorne",1,83,0.00947123221524551,0.212747595595204,0.00733147637099462,3858585366281,1437449,5905775159095.44,"Trichoptera","Odontoceridae",65.34
"Odontomesa fulva",58,142,0.00757492412491906,0.000495286454503011,0.00216917892754129,137789329050.785,1448918,12019972753819.2,"Diptera","Chironomidae",1.15
"Oecetis furva",2,21,-0.0105363993737228,0.250444350245098,0.00904417725019541,100815673488.527,1436394,6282476126586.94,"Trichoptera","Leptoceridae",1.6
"Oecetis lacustris",3,39,-0.000837049839089436,0.939970646872792,0.0110722925165779,1426503961021.51,1436598,6448350580931.99,"Trichoptera","Leptoceridae",22.12
"Oecetis ochracea",5,17,-0.00172062036147121,0.498729707437016,0.00253503056005042,1443097478835.55,1436641,62985069816578.7,"Trichoptera","Leptoceridae",2.29
"Oecetis testacea",6,91,0.00775355202687081,0.213788898412098,0.00620639773020364,1743055669944.16,1436389,13793767424004.8,"Trichoptera","Leptoceridae",12.64
"Omphiscola glabra",11,15,-0.00256019289475849,0.0783550960685733,0.00144821441719877,317043813565.664,4562066,2887215269416.84,"Lymnaeida","Lymnaeidae",10.98
"Onychogomphus forcipatus",4,52,-0.0145291567384169,0.0814401705262232,0.00825007474824523,2608779052133.83,1426293,14004201472861.5,"Odonata","Gomphidae",18.63
"Ophidonais serpentina",7,51,-0.00802328217423451,0.329737055751922,0.00820526353454088,1519045580146.08,2308038,17882148462581.4,"Tubificida","Naididae",8.49
"Ophiogomphus cecilia",6,30,-0.00306521116716947,0.503904558325881,0.00457398314058957,1985609093090.53,1426058,15407695402635.2,"Odonata","Gomphidae",12.89
"Orectochilus villosus",67,354,0.0123543972867926,2.98532300797436e-07,0.00239997054319644,3180336761567.52,4469752,16053993458835,"Coleoptera","Gyrinidae",19.81
"Oreodytes septentrionalis",1,7,-0.0561205133305928,0.0707520740550474,0.0292185147698384,50052775914.2474,1038131,3950013940271.89,"Coleoptera","Dytiscidae",1.27
"Orthetrum cancellatum",2,20,0.000187992509170648,0.960183238787711,0.00374148195090425,869979445246.729,1428686,37058474448790.6,"Odonata","Libellulidae",2.35
